name,sex,ethnicity,ses,vowel,stress,word,F1,F2,F1_lobnorm_unscaled,F2_lobnorm_unscaled,dur,plt_manner,plt_place,plt_voice,pre_seg,fol_seg,context,word_trans,F1_20,F2_20,F1_35,F2_35,F1_50,F2_50,F1_65,F2_65,F1_80,F2_80
Lorraine,female,Italian,UWC,AW,1,ABOUT,562.7,1657,-0.133984772,-0.411997087,0.11,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,507.6,1587.4,572.9,1704.6,556.5,1680.4,616,1441.3,650.6,1371.7
Lorraine,female,Italian,UWC,AW,1,ABOUT,568.5,1987.1,-0.09532414,0.279034502,0.09,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,540.9,1933.5,580.3,1999.2,670.3,2050.8,687.9,1895.1,671.5,1732.2
Lorraine,female,Italian,UWC,AW,1,ABOUT,575.1,2027.6,-0.051331008,0.363817233,0.1,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,500.1,1837.5,587.3,2051.2,672.1,2113.8,740.1,2027.2,746.6,1935.4
Lorraine,female,Italian,UWC,AW,1,ABOUT,587,1976.5,0.027989943,0.256844454,0.1,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,585.6,1932.6,594.2,1991.6,696.1,2052.6,752,1832.6,754.5,1737
Lorraine,female,Italian,UWC,AW,1,ABOUT,590.1,1889.5,0.048653384,0.074718589,0.09,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,584.5,1796.1,597.6,1912.5,675.2,1987.7,704.6,1875.1,696,1778
Lorraine,female,Italian,UWC,AW,1,ABOUT,596,2117.1,0.087980578,0.551176601,0.08,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,570.1,2067.5,599.8,2121.6,675.6,2177.9,740.3,2130.7,784.5,2101
Celeste,female,Italian,LWC,AW,1,ABOUT,611.6,1956.5,0.566756106,0.461030255,0.15,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,391.7,1636.9,617.1,2012.7,624.1,2158.8,648.6,2163.2,568.1,2092.6
Celeste,female,Italian,LWC,AW,1,ABOUT,640,1760.3,0.749101238,0.105809897,0.14,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,558.3,1513.5,673,1861.3,841.7,1842.1,781.4,1566.2,690.4,1179.5
Celeste,female,Italian,LWC,AW,1,ABOUT,428.1,1793.3,-0.660154126,0.183992103,0.07,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,372.5,1736.4,428.1,1793.3,505.8,1967.7,388.9,1567,369.6,1373.3
Celeste,female,Italian,LWC,AW,1,ABOUT,541.6,1999.4,-0.000202245,0.560110929,0.16,stop,apical,voiceless,B,T,internal,AH0 B AW1 T,495,1934.1,585.2,1989.7,328.9,971.5,272.6,806.1,310.4,821.5
